sector,ticker,model,acc,auc
Consumer Defensive,HSY,RF,0.518796992481203,0.5340126652259135
Industrials,HUBB,LR,0.4533333333333333,0.5071428571428571
Industrials,HUBB,RF,0.4533333333333333,0.4585714285714286
Healthcare,HUM,LR,0.5249343832020997,0.5327040900811393
Healthcare,HUM,RF,0.49081364829396323,0.4854280510018215
Industrials,HWM,LR,0.5520833333333334,0.5198412698412698
Industrials,HWM,RF,0.5243055555555556,0.4882936507936508
Technology,IBM,LR,0.5520361990950227,0.5055416666666667
Technology,IBM,RF,0.5633484162895928,0.5698124999999999
Financial Services,ICE,LR,0.5201072386058981,0.5083463293478889
Financial Services,ICE,RF,0.4879356568364611,0.5171836192456535
Healthcare,IDXX,LR,0.5032679738562091,0.49196581196581196
Healthcare,IDXX,RF,0.5261437908496732,0.5058760683760684
Industrials,IEX,LR,0.4713804713804714,0.4685010530171229
Industrials,IEX,RF,0.4377104377104377,0.48177822543723103
Basic Materials,IFF,LR,0.52046783625731,0.5067209358005268
Basic Materials,IFF,RF,0.47076023391812866,0.46198310360160066
Healthcare,ILMN,LR,0.5278810408921933,0.51124846864907
Healthcare,ILMN,RF,0.48698884758364314,0.4827096558636819
Healthcare,INCY,LR,0.5041322314049587,0.5025010675288233
Healthcare,INCY,RF,0.46005509641873277,0.45578905630452027
Technology,INTC,LR,0.5100671140939598,0.5186069851465276
Technology,INTC,RF,0.5324384787472036,0.5429144921718185
Technology,INTU,LR,0.5289672544080605,0.518502538071066
Technology,INTU,RF,0.4836272040302267,0.4817893401015229
Real Estate,INVH,LR,0.4632768361581921,0.5203189300411523
Real Estate,INVH,RF,0.5084745762711864,0.5581918724279834
Consumer Cyclical,IP,LR,0.4943820224719101,0.5040164452877924
Consumer Cyclical,IP,RF,0.5561797752808989,0.5611321948134093
Technology,IPGP,LR,0.5529411764705883,0.5379041248606466
Technology,IPGP,RF,0.5176470588235295,0.5317725752508361
Healthcare,IQV,LR,0.4448051948051948,0.4441350210970464
Healthcare,IQV,RF,0.487012987012987,0.4679746835443038
Industrials,IR,LR,0.51875,0.5364119393655258
Industrials,IR,RF,0.496875,0.4936708860759494
Real Estate,IRM,LR,0.5089820359281437,0.47613304093567255
Real Estate,IRM,RF,0.5449101796407185,0.5229897660818714
Healthcare,ISRG,LR,0.5183098591549296,0.5241228070175439
Healthcare,ISRG,RF,0.4732394366197183,0.44937070938215107
Technology,IT,LR,0.4781491002570694,0.45723353610156037
Technology,IT,RF,0.4704370179948586,0.4628801904258133
Industrials,ITW,LR,0.4709480122324159,0.457372754491018
Industrials,ITW,RF,0.4648318042813456,0.4581025449101797
Financial Services,IVZ,LR,0.46632124352331605,0.4683365864237693
Financial Services,IVZ,RF,0.5233160621761658,0.5258078507915853
Industrials,J,LR,0.47530864197530864,0.4518236673200353
Industrials,J,RF,0.49074074074074076,0.4650255582458972
Industrials,JBHT,LR,0.5397350993377483,0.5464035087719298
Industrials,JBHT,RF,0.5397350993377483,0.5535526315789474
Technology,JBL,LR,0.4942528735632184,0.5443974630021141
Technology,JBL,RF,0.5172413793103449,0.5179704016913319
Industrials,JCI,LR,0.5584045584045584,0.5165898617511521
Industrials,JCI,RF,0.5441595441595442,0.5108130348913759
Technology,JKHY,LR,0.4896551724137931,0.5161029446743732
Technology,JKHY,RF,0.5275862068965518,0.5022834308548595
Healthcare,JNJ,LR,0.4774774774774775,0.48429904625166653
Healthcare,JNJ,RF,0.5225225225225225,0.5289303661162957
Financial Services,JPM,LR,0.4988814317673378,0.4773355557362387
Financial Services,JPM,RF,0.5391498881431768,0.5242397755915115
Consumer Defensive,KDP,LR,0.4716981132075472,0.4235759493670886
Consumer Defensive,KDP,RF,0.5345911949685535,0.5356012658227849
Financial Services,KEY,LR,0.5025906735751295,0.49862637362637363
Financial Services,KEY,RF,0.4740932642487047,0.48019015298427065
Technology,KEYS,LR,0.5012531328320802,0.48153207852661406
Technology,KEYS,RF,0.48872180451127817,0.4944596235579843
Consumer Defensive,KHC,LR,0.5356265356265356,0.558695652173913
Consumer Defensive,KHC,RF,0.5085995085995086,0.5083816425120773
Real Estate,KIM,LR,0.5135135135135135,0.5183526011560693
Real Estate,KIM,RF,0.5165165165165165,0.522471098265896
Financial Services,KKR,LR,0.4392523364485981,0.42269503546099285
Financial Services,KKR,RF,0.4392523364485981,0.4023049645390071
Technology,KLAC,LR,0.5495750708215298,0.5509893455098934
Technology,KLAC,RF,0.5070821529745042,0.4967242406194163
Consumer Defensive,KMB,LR,0.5105820105820106,0.5247815860215055
Consumer Defensive,KMB,RF,0.4603174603174603,0.4580253136200717
Energy,KMI,LR,0.45707070707070707,0.44459876543209875
Energy,KMI,RF,0.4671717171717172,0.4575617283950617
Consumer Cyclical,KMX,LR,0.5128939828080229,0.5449046679815911
Consumer Cyclical,KMX,RF,0.49283667621776506,0.4871959237343853
Consumer Defensive,KO,LR,0.5204545454545455,0.5308425120373623
Consumer Defensive,KO,RF,0.4954545454545455,0.507387737389184
Consumer Defensive,KR,LR,0.5023474178403756,0.5198192239858908
Consumer Defensive,KR,RF,0.5117370892018779,0.4952050264550265
Consumer Defensive,KVUE,LR,0.4915254237288136,0.481277213352685
Consumer Defensive,KVUE,RF,0.5,0.5465892597968071
Financial Services,L,LR,0.55,0.5219826675121538
Financial Services,L,RF,0.5428571428571428,0.5392358909321497
Technology,LDOS,LR,0.5513196480938416,0.49629244629244634
Technology,LDOS,RF,0.5073313782991202,0.4785516285516286
Consumer Cyclical,LEN,LR,0.515,0.5413381392205452
Consumer Cyclical,LEN,RF,0.49,0.508297664639183
Healthcare,LH,LR,0.46883468834688347,0.45835790963784356
Healthcare,LH,RF,0.5420054200542005,0.5323669930399906
Industrials,LHX,LR,0.448,0.443048433048433
Industrials,LHX,RF,0.496,0.4524501424501424
Basic Materials,LIN,LR,0.49731182795698925,0.4946656258131668
Basic Materials,LIN,RF,0.5080645161290323,0.49770144852112064
Consumer Cyclical,LKQ,LR,0.5366666666666666,0.5205193188386465
Consumer Cyclical,LKQ,RF,0.5266666666666666,0.5012004801920769
Healthcare,LLY,LR,0.5351473922902494,0.485924543946932
Healthcare,LLY,RF,0.5215419501133787,0.4859349087893864
Industrials,LMT,LR,0.49440715883668906,0.4592899360701218
Industrials,LMT,RF,0.4988814317673378,0.478267862168791
Financial Services,LNC,LR,0.5618556701030928,0.5860042735042734
Financial Services,LNC,RF,0.5051546391752577,0.506517094017094
Utilities,LNT,LR,0.4867549668874172,0.5036496350364963
Utilities,LNT,RF,0.45364238410596025,0.47387746073877457
Consumer Cyclical,LOW,LR,0.47837150127226463,0.4793037351706989
Consumer Cyclical,LOW,RF,0.539440203562341,0.5364580635134435
Technology,LRCX,LR,0.5655526992287918,0.5653008962868118
Technology,LRCX,RF,0.506426735218509,0.5005601792573623
Consumer Cyclical,LULU,LR,0.4460431654676259,0.43773349937733497
Consumer Cyclical,LULU,RF,0.4892086330935252,0.5028019925280199
Communication Services,LUMN,LR,0.5583756345177665,0.5255775577557755
Communication Services,LUMN,RF,0.49238578680203043,0.47545379537953797
Industrials,LUV,LR,0.47415730337078654,0.4475572954897643
Industrials,LUV,RF,0.4651685393258427,0.44964725552565044
Consumer Cyclical,LVS,LR,0.48826291079812206,0.48812123618556014
Consumer Cyclical,LVS,RF,0.5,0.5007058875432907
Consumer Defensive,LW,LR,0.48923076923076925,0.48413239415284404
Consumer Defensive,LW,RF,0.5138461538461538,0.5288570779368326
Basic Materials,LYB,LR,0.4797843665768194,0.52357050604673
Basic Materials,LYB,RF,0.4716981132075472,0.4872901256310908
Communication Services,LYV,LR,0.5319693094629157,0.5059110970996217
Communication Services,LYV,RF,0.4629156010230179,0.46658259773013877
Financial Services,MA,LR,0.5078299776286354,0.4848729001329412
Financial Services,MA,RF,0.47651006711409394,0.4691818071949402
Real Estate,MAA,LR,0.49834983498349833,0.4957291031116534
Real Estate,MAA,RF,0.48514851485148514,0.48352654057352046
Consumer Cyclical,MAR,LR,0.5112107623318386,0.5224075825568993
Consumer Cyclical,MAR,RF,0.5089686098654709,0.4923228623749824
Industrials,MAS,LR,0.4869281045751634,0.4461340758192332
Industrials,MAS,RF,0.46078431372549017,0.4670379096166203
Consumer Cyclical,MCD,LR,0.5011337868480725,0.4895863346367566
Consumer Cyclical,MCD,RF,0.5306122448979592,0.5211771969541057
Technology,MCHP,LR,0.48717948717948717,0.4922372352864752
Technology,MCHP,RF,0.47863247863247865,0.49964271794205534
Healthcare,MCK,LR,0.5444743935309974,0.4195043679800321
Healthcare,MCK,RF,0.49865229110512127,0.49524573601949246
Financial Services,MCO,LR,0.5227882037533512,0.5116808952468851
Financial Services,MCO,RF,0.4906166219839142,0.4912321181356714
Consumer Defensive,MDLZ,LR,0.5103926096997691,0.517757809157039
Consumer Defensive,MDLZ,RF,0.48036951501154734,0.5158429610611897
Healthcare,MDT,LR,0.5068493150684932,0.49959065432332006
Healthcare,MDT,RF,0.5,0.48872724982681526
Financial Services,MET,LR,0.5370370370370371,0.5350911458333334
Financial Services,MET,RF,0.5208333333333334,0.5187282986111111
Communication Services,META,LR,0.5235955056179775,0.5215843346684468
Communication Services,META,RF,0.5280898876404494,0.5190557106444956
Consumer Cyclical,MGM,LR,0.49653579676674364,0.4993591934381408
Consumer Cyclical,MGM,RF,0.5034642032332564,0.5105412679425837
Consumer Cyclical,MHK,LR,0.5407166123778502,0.5616432524478502
Consumer Cyclical,MHK,RF,0.5570032573289903,0.5634738186462324
Consumer Defensive,MKC,LR,0.5153374233128835,0.5096179183135705
Consumer Defensive,MKC,RF,0.5061349693251533,0.5006587615283268
Financial Services,MKTX,LR,0.47706422018348627,0.48189300411522634
Financial Services,MKTX,RF,0.5229357798165137,0.5281144781144781
Basic Materials,MLM,LR,0.5065359477124183,0.5210611756664388
Basic Materials,MLM,RF,0.4934640522875817,0.472723000683527
Industrials,MMM,LR,0.5133689839572193,0.540461432506887
Industrials,MMM,RF,0.5294117647058824,0.532526974288338
Consumer Defensive,MNST,LR,0.5041322314049587,0.4910714285714286
Consumer Defensive,MNST,RF,0.5426997245179064,0.5227986453201969
Consumer Defensive,MO,LR,0.5298329355608592,0.5134706074613624
Consumer Defensive,MO,RF,0.5322195704057279,0.5303030303030303
Healthcare,MOH,LR,0.49404761904761907,0.4724431818181819
Healthcare,MOH,RF,0.5476190476190477,0.5398437499999998
Basic Materials,MOS,LR,0.483695652173913,0.485153780246403
Basic Materials,MOS,RF,0.48641304347826086,0.503663544775017
Energy,MPC,LR,0.5168831168831168,0.5071227385982018
Energy,MPC,RF,0.4987012987012987,0.486553461163471
Technology,MPWR,LR,0.56875,0.6148182957393483
Technology,MPWR,RF,0.5375,0.5237312030075187
Healthcare,MRK,LR,0.5218390804597701,0.48782086522603285
Healthcare,MRK,RF,0.5011494252873563,0.5000634329936144
Healthcare,MRNA,LR,0.46774193548387094,0.44321839080459774
Healthcare,MRNA,RF,0.43548387096774194,0.46225705329153605
Financial Services,MRSH,LR,0.5258620689655172,0.5063752276867031
Financial Services,MRSH,RF,0.5028735632183908,0.4923994038748137
Financial Services,MS,LR,0.5067567567567568,0.4984126984126984
Financial Services,MS,RF,0.5292792792792793,0.5221081025002594
Financial Services,MSCI,LR,0.5409429280397022,0.5347346009110714
Financial Services,MSCI,RF,0.5285359801488834,0.5283719548425431
Technology,MSFT,LR,0.4966442953020134,0.4953067719453732
Technology,MSFT,RF,0.4809843400447427,0.4694638037304113
Technology,MSI,LR,0.5303867403314917,0.49248281786941583
Technology,MSI,RF,0.5497237569060773,0.5475116593028965
Financial Services,MTB,LR,0.4688279301745636,0.4511011011011011
Financial Services,MTB,RF,0.4688279301745636,0.4552802802802803
Communication Services,MTCH,LR,0.4933920704845815,0.5145231438334886
Communication Services,MTCH,RF,0.5594713656387665,0.5836828207517863
Healthcare,MTD,LR,0.5460992907801419,0.522979797979798
Healthcare,MTD,RF,0.5425531914893617,0.5555050505050504
Technology,MU,LR,0.4942528735632184,0.48586744639376217
Technology,MU,RF,0.5103448275862069,0.5148211712857023
Consumer Cyclical,NCLH,LR,0.4666666666666667,0.4834381330737457
Consumer Cyclical,NCLH,RF,0.4794871794871795,0.5044463153463653
Financial Services,NDAQ,LR,0.5452322738386308,0.5140535467298952
Financial Services,NDAQ,RF,0.530562347188264,0.5092743528946848
Industrials,NDSN,LR,0.5157232704402516,0.5322477650063857
Industrials,NDSN,RF,0.5660377358490566,0.5469348659003831
Utilities,NEE,LR,0.48711943793911006,0.46479805782387995
Utilities,NEE,RF,0.5292740046838408,0.5180313396601192
Basic Materials,NEM,LR,0.5071428571428571,0.5085451408855665
Basic Materials,NEM,RF,0.48333333333333334,0.4950546290971823
Communication Services,NFLX,LR,0.5011185682326622,0.4815490754482371
Communication Services,NFLX,RF,0.47651006711409394,0.458866471461233
Utilities,NI,LR,0.5490909090909091,0.5340798442064264
Utilities,NI,RF,0.52,0.5056258790436006
Consumer Cyclical,NKE,LR,0.48764044943820223,0.5087903649517036
Consumer Cyclical,NKE,RF,0.49887640449438203,0.5041627935173585
Industrials,NOC,LR,0.5259593679458239,0.5245452687512773
Industrials,NOC,RF,0.4650112866817156,0.4669323523400777
Technology,NOW,LR,0.494949494949495,0.47754517802826985
Technology,NOW,RF,0.51010101010101,0.4638831377961813
Utilities,NRG,LR,0.5255255255255256,0.530791575889615
Utilities,NRG,RF,0.4804804804804805,0.4396514161220044
Industrials,NSC,LR,0.5026041666666666,0.5081299709546948
Industrials,NSC,RF,0.4921875,0.49717690491055677
Technology,NTAP,LR,0.5065963060686016,0.5141855901317633
Technology,NTAP,RF,0.554089709762533,0.5466077936641435
Financial Services,NTRS,LR,0.5187032418952618,0.5113122171945701
Financial Services,NTRS,RF,0.5087281795511222,0.5242709904474611
Basic Materials,NUE,LR,0.4890710382513661,0.4855009705838435
Basic Materials,NUE,RF,0.5109289617486339,0.5281021352844557
Technology,NVDA,LR,0.5436241610738255,0.5170680712476379
Technology,NVDA,RF,0.5369127516778524,0.5420268585903261
Consumer Cyclical,NVR,LR,0.47540983606557374,0.5127289928614432
Consumer Cyclical,NVR,RF,0.4918032786885246,0.47931538660015477
Consumer Defensive,NWL,LR,0.49171270718232046,0.5116421568627451
Consumer Defensive,NWL,RF,0.5193370165745856,0.5091911764705883
Communication Services,NWS,LR,0.5046948356807511,0.5130998588567396
Communication Services,NWS,RF,0.5211267605633803,0.5298385673959067
Communication Services,NWSA,LR,0.5352112676056338,0.5358402398166108
Communication Services,NWSA,RF,0.5140845070422535,0.48962925409980607
Technology,NXPI,LR,0.45147679324894513,0.49264915786468744
Technology,NXPI,RF,0.4936708860759494,0.5304381958321439
Real Estate,O,LR,0.5278592375366569,0.5457710071000207
Real Estate,O,RF,0.5102639296187683,0.5093058523471428
Industrials,ODFL,LR,0.503125,0.5012109374999999
Industrials,ODFL,RF,0.5375,0.5389062499999999
Energy,OKE,LR,0.5366492146596858,0.5053204859656473
Energy,OKE,RF,0.5235602094240838,0.5100684261974584
Communication Services,OMC,LR,0.4673913043478261,0.48321353565829567
Communication Services,OMC,RF,0.4483695652173913,0.4670926139556897
Technology,ON,LR,0.5263157894736842,0.5177984665936473
Technology,ON,RF,0.49122807017543857,0.5024644030668127
Technology,ORCL,LR,0.5180995475113123,0.4941237007306782
Technology,ORCL,RF,0.5407239819004525,0.5305958629206545
Consumer Cyclical,ORLY,LR,0.5504885993485342,0.49331103678929766
Consumer Cyclical,ORLY,RF,0.5342019543973942,0.49296801303490273
Industrials,OTIS,LR,0.5406360424028268,0.5106835443037975
Industrials,OTIS,RF,0.49823321554770317,0.46306329113924055
Energy,OXY,LR,0.4964871194379391,0.4841973574469953
Energy,OXY,RF,0.522248243559719,0.5073965146393925
Technology,PANW,LR,0.5287356321839081,0.4876748834110593
Technology,PANW,RF,0.5287356321839081,0.5027315123251166
Technology,PAYC,LR,0.5170068027210885,0.5146956722980791
Technology,PAYC,RF,0.4931972789115646,0.47070122656792407
Technology,PAYX,LR,0.48623853211009177,0.45907526559928175
Technology,PAYX,RF,0.5504587155963303,0.538998204399222
Industrials,PCAR,LR,0.49244712990936557,0.49974358974358973
Industrials,PCAR,RF,0.49244712990936557,0.5197985347985348
Utilities,PCG,LR,0.4818181818181818,0.4568146127779156
Utilities,PCG,RF,0.509090909090909,0.5013224233407719
Utilities,PEG,LR,0.5232558139534884,0.4199561403508772
Utilities,PEG,RF,0.48255813953488375,0.4807257401315789
Consumer Cyclical,PENN,LR,0.5584415584415584,0.5723140495867769
Consumer Cyclical,PENN,RF,0.5324675324675324,0.5795454545454546
Consumer Defensive,PEP,LR,0.5246636771300448,0.529408208910113
Consumer Defensive,PEP,RF,0.4641255605381166,0.5112232767132121
Healthcare,PFE,LR,0.4977578475336323,0.4663046757164404
Healthcare,PFE,RF,0.45964125560538116,0.46303670186023127
Financial Services,PFG,LR,0.49415204678362573,0.4829621495487458
Financial Services,PFG,RF,0.49122807017543857,0.49171270718232046
Consumer Defensive,PG,LR,0.5056689342403629,0.5331684188827046
Consumer Defensive,PG,RF,0.5124716553287982,0.48852813852813853
Financial Services,PGR,LR,0.484593837535014,0.508320251177394
Financial Services,PGR,RF,0.5182072829131653,0.5399529042386185
Industrials,PH,LR,0.5302593659942363,0.5109010160823633
Industrials,PH,RF,0.5129682997118156,0.539499360742884
Consumer Cyclical,PHM,LR,0.4786096256684492,0.5106053657418023
Consumer Cyclical,PHM,RF,0.5053475935828877,0.4940810593900482
Consumer Cyclical,PKG,LR,0.5420560747663551,0.5523255813953488
Consumer Cyclical,PKG,RF,0.5327102803738317,0.533732636179179
Real Estate,PLD,LR,0.5121359223300971,0.4615547853151305
Real Estate,PLD,RF,0.5266990291262136,0.5102803517955248
Technology,PLTR,LR,0.5056179775280899,0.5304878048780488
Technology,PLTR,RF,0.5730337078651685,0.5200711382113821
Consumer Defensive,PM,LR,0.530562347188264,0.5106571498892445
Consumer Defensive,PM,RF,0.5354523227383863,0.5103125769136105
Financial Services,PNC,LR,0.5392405063291139,0.5252610999639862
Financial Services,PNC,RF,0.5215189873417722,0.5207079281782169
Industrials,PNR,LR,0.5231788079470199,0.5158796397979355
Industrials,PNR,RF,0.49337748344370863,0.481133318690973
Utilities,PNW,LR,0.4623287671232877,0.4740740740740741
Utilities,PNW,RF,0.4931506849315068,0.4792260208926875
Healthcare,PODD,LR,0.5321637426900585,0.5135396518375241
Healthcare,PODD,RF,0.52046783625731,0.5306023763470573
Industrials,POOL,LR,0.45251396648044695,0.5065206051121544
Industrials,POOL,RF,0.46368715083798884,0.5211919666145017
Basic Materials,PPG,LR,0.5013192612137203,0.4983839509612705
Basic Materials,PPG,RF,0.5329815303430079,0.538102535525216
Utilities,PPL,LR,0.42727272727272725,0.3862363689949897
Utilities,PPL,RF,0.46060606060606063,0.41604037724727383
Financial Services,PRU,LR,0.4820936639118457,0.49480630575583523
Financial Services,PRU,RF,0.48484848484848486,0.5079280215080044
Real Estate,PSA,LR,0.5136612021857924,0.5375656951743908
Real Estate,PSA,RF,0.4644808743169399,0.4792462971810798
Energy,PSX,LR,0.49537037037037035,0.4812076931342001
Energy,PSX,RF,0.48842592592592593,0.4830020414741592
Technology,PTC,LR,0.4603174603174603,0.4159540954095409
Technology,PTC,RF,0.4603174603174603,0.41212871287128716
Consumer Cyclical,PVH,LR,0.5467625899280576,0.5121136173767753
Consumer Cyclical,PVH,RF,0.5035971223021583,0.49279448621553884
Industrials,PWR,LR,0.5335463258785943,0.48934665002080735
Industrials,PWR,RF,0.5239616613418531,0.5115480649188514
Financial Services,PYPL,LR,0.509478672985782,0.5289001059107195
Financial Services,PYPL,RF,0.5023696682464455,0.5170020506118034
Technology,QCOM,LR,0.5101123595505618,0.5329581342618835
Technology,QCOM,RF,0.5213483146067416,0.5279880962021217
Technology,QRVO,LR,0.5186567164179104,0.52512408677709
Technology,QRVO,RF,0.5447761194029851,0.5559087613630026
Consumer Cyclical,RCL,LR,0.5263157894736842,0.5226537216828478
Consumer Cyclical,RCL,RF,0.5263157894736842,0.5136804942630185
Real Estate,REG,LR,0.5145631067961165,0.5225081733590411
Real Estate,REG,RF,0.5080906148867314,0.5308701483779026
Healthcare,REGN,LR,0.5132530120481927,0.52088948787062
Healthcare,REGN,RF,0.5493975903614458,0.5481108839111442
Financial Services,RF,LR,0.5371428571428571,0.5371949426639223
Financial Services,RF,RF,0.4514285714285714,0.45870495605867556
Industrials,RHI,LR,0.4719626168224299,0.4385995777621393
Industrials,RHI,RF,0.49065420560747663,0.49349049964813513
Financial Services,RJF,LR,0.5321637426900585,0.4630077369439072
Financial Services,RJF,RF,0.5087719298245614,0.4903633600442111
Consumer Cyclical,RL,LR,0.513953488372093,0.4906521739130435
Consumer Cyclical,RL,RF,0.4883720930232558,0.4727282608695652
Healthcare,RMD,LR,0.5587392550143266,0.5482586082033051
Healthcare,RMD,RF,0.4871060171919771,0.4946178155243926
Industrials,ROK,LR,0.5346534653465347,0.507947409733124
Industrials,ROK,RF,0.5445544554455446,0.5386087127158555
Consumer Cyclical,ROL,LR,0.5085324232081911,0.4597451628126475
Consumer Cyclical,ROL,RF,0.4880546075085324,0.4607361963190184
Technology,ROP,LR,0.5,0.5237606837606837
Technology,ROP,RF,0.5032679738562091,0.4807905982905983
Consumer Cyclical,ROST,LR,0.49085365853658536,0.4935668600327235
Consumer Cyclical,ROST,RF,0.5396341463414634,0.5590324260002975
Industrials,RSG,LR,0.5354330708661418,0.5047699214365882
Industrials,RSG,RF,0.5538057742782152,0.5383698092031425
Industrials,RTX,LR,0.48325358851674644,0.5070120898100172
Industrials,RTX,RF,0.5143540669856459,0.49997697179044326
Healthcare,RVTY,LR,0.4745222929936306,0.4755934266585514
Healthcare,RVTY,RF,0.5,0.5028200446337999
Real Estate,SBAC,LR,0.4533762057877814,0.42994210090984286
Real Estate,SBAC,RF,0.5016077170418006,0.5138130686517783
Consumer Cyclical,SBUX,LR,0.49209932279909707,0.5176962283384302
Consumer Cyclical,SBUX,RF,0.49209932279909707,0.4867074413863405
Financial Services,SCHW,LR,0.5048076923076923,0.5313549832026876
Financial Services,SCHW,RF,0.4807692307692308,0.4993701007838746
Consumer Cyclical,SEE,LR,0.4530386740331492,0.4781120078258743
Consumer Cyclical,SEE,RF,0.5359116022099447,0.5226828075324039
Basic Materials,SHW,LR,0.43059490084985835,0.45238095238095244
Basic Materials,SHW,RF,0.5070821529745042,0.47688411407923603
Consumer Defensive,SJM,LR,0.5175438596491229,0.5003255989306645
Consumer Defensive,SJM,RF,0.5146198830409356,0.524557014086438
Energy,SLB,LR,0.5076142131979695,0.5224742268041237
Energy,SLB,RF,0.5406091370558376,0.5559407216494845
Technology,SMCI,LR,0.5416666666666666,0.4810901001112347
Technology,SMCI,RF,0.45,0.4783092324805339
Industrials,SNA,LR,0.5316901408450704,0.5809363221583019
Industrials,SNA,RF,0.5316901408450704,0.5141093037095814
Technology,SNPS,LR,0.5382513661202186,0.49247782306401344
Technology,SNPS,RF,0.4890710382513661,0.4857797890194198
Utilities,SO,LR,0.4880952380952381,0.47340147048781045
Utilities,SO,RF,0.5,0.4929320980628713
Real Estate,SPG,LR,0.4986449864498645,0.4729530002955956
Real Estate,SPG,RF,0.45257452574525747,0.45833579663020985
Financial Services,SPGI,LR,0.5263157894736842,0.5018015989190406
Financial Services,SPGI,RF,0.5684210526315789,0.5462222722666366
Utilities,SRE,LR,0.48,0.4826399680326777
Utilities,SRE,RF,0.5247058823529411,0.5219331350175376
Healthcare,STE,LR,0.49458483754512633,0.47424668960483796
Healthcare,STE,RF,0.5126353790613718,0.5326608278594516
Basic Materials,STLD,LR,0.5158730158730159,0.49518255578093306
Basic Materials,STLD,RF,0.4365079365079365,0.454868154158215
Financial Services,STT,LR,0.538083538083538,0.5008687019111442
Financial Services,STT,RF,0.5749385749385749,0.5670017374038222
Technology,STX,LR,0.5068493150684932,0.5304072398190045
Technology,STX,RF,0.5123287671232877,0.498340874811463
Consumer Defensive,STZ,LR,0.5012468827930174,0.5160823094595944
Consumer Defensive,STZ,RF,0.516209476309227,0.5412920787134152
Industrials,SWK,LR,0.55,0.5641346340921092
Industrials,SWK,RF,0.5184210526315789,0.5366741710442202
Technology,SWKS,LR,0.48348348348348347,0.504949421965318
Technology,SWKS,RF,0.5315315315315315,0.5472182080924856
Financial Services,SYF,LR,0.5255681818181818,0.5125686969529446
Financial Services,SYF,RF,0.5113636363636364,0.5315762089037757
Healthcare,SYK,LR,0.48509485094850946,0.4756756756756756
Healthcare,SYK,RF,0.5094850948509485,0.5240746180963571
Consumer Defensive,SYY,LR,0.5315068493150685,0.5386048188427567
Consumer Defensive,SYY,RF,0.4958904109589041,0.5282250796130504
Communication Services,T,LR,0.4943820224719101,0.5224897959183674
Communication Services,T,RF,0.4966292134831461,0.540469387755102
Consumer Defensive,TAP,LR,0.4897435897435897,0.5038684210526316
Consumer Defensive,TAP,RF,0.517948717948718,0.5319342105263157
Industrials,TDG,LR,0.5264797507788161,0.5233934169278998
Industrials,TDG,RF,0.4953271028037383,0.48836206896551726
Technology,TDY,LR,0.581081081081081,0.5522585992540406
Technology,TDY,RF,0.46846846846846846,0.4980107749689184
Healthcare,TECH,LR,0.572289156626506,0.5446623093681917
Healthcare,TECH,RF,0.5060240963855421,0.5311546840958606
Technology,TEL,LR,0.5115511551155115,0.4805555555555555
Technology,TEL,RF,0.528052805280528,0.5132275132275133
Technology,TER,LR,0.5091575091575091,0.523049645390071
Technology,TER,RF,0.45787545787545786,0.44280571674188696
Financial Services,TFC,LR,0.5025773195876289,0.480898337595908
Financial Services,TFC,RF,0.5,0.4706281969309464
Healthcare,TFX,LR,0.49477351916376305,0.49043224866440016
Healthcare,TFX,RF,0.5470383275261324,0.5436862554638174
Consumer Defensive,TGT,LR,0.4719626168224299,0.45307889041904387
Consumer Defensive,TGT,RF,0.4953271028037383,0.47664327715478616
Consumer Cyclical,TJX,LR,0.5086848635235732,0.5113310242454231
Consumer Cyclical,TJX,RF,0.5186104218362283,0.517330529440871
Healthcare,TMO,LR,0.5128205128205128,0.5522865853658536
Healthcare,TMO,RF,0.5174825174825175,0.5228985191637631
Communication Services,TMUS,LR,0.4798206278026906,0.45267489711934156
Communication Services,TMUS,RF,0.48878923766816146,0.49739504145634406
Consumer Cyclical,TPR,LR,0.5014245014245015,0.4824786324786325
Consumer Cyclical,TPR,RF,0.5527065527065527,0.5328238001314924
Energy,TRGP,LR,0.45,0.46346207279799945
Energy,TRGP,RF,0.5083333333333333,0.4647124201166991
Technology,TRMB,LR,0.4558139534883721,0.47540983606557374
Technology,TRMB,RF,0.5255813953488372,0.4970033491979552
Financial Services,TROW,LR,0.49604221635883905,0.495821494233662
Financial Services,TROW,RF,0.525065963060686,0.5133990751573904
Financial Services,TRV,LR,0.5257142857142857,0.5077795358649789
Financial Services,TRV,RF,0.47714285714285715,0.4788370253164557
Consumer Cyclical,TSCO,LR,0.48578811369509045,0.47544535387578235
Consumer Cyclical,TSCO,RF,0.537467700258398,0.5381292462419087
Consumer Cyclical,TSLA,LR,0.5094339622641509,0.5261933833362405
Consumer Cyclical,TSLA,RF,0.5175202156334232,0.5052764695621839
Consumer Defensive,TSN,LR,0.5382716049382716,0.5332146515144125
Consumer Defensive,TSN,RF,0.4888888888888889,0.49685411890942793
Industrials,TT,LR,0.5258064516129032,0.4992279120237052
Industrials,TT,RF,0.5258064516129032,0.5219940737031009
Communication Services,TTWO,LR,0.5170454545454546,0.4795888109123258
Communication Services,TTWO,RF,0.4971590909090909,0.46677209976607037
Technology,TXN,LR,0.5362997658079626,0.5440342781806197
Technology,TXN,RF,0.5081967213114754,0.5099318831026148
Industrials,TXT,LR,0.5155807365439093,0.5191319979455572
Industrials,TXT,RF,0.509915014164306,0.5185541859270673
